Tags,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USC),Min(pips),Min(USC),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USC)
,06/02/2026 19:43,06/02/2026 19:51,XAUUSD,Sell,0.020,0.00000,0.00000,4490.06000,4490.22000,0.0000,0.0000,-16.0,-0.32,0.00,2911,00:00:08:38,0.0,0s,16.0,16.00,0.0,0.0,-16.0,-0.32,0.0,0.0,-16.00,-0.32
,06/02/2026 19:49,06/02/2026 19:51,XAUUSD,Sell,0.040,0.00000,0.00000,4491.66000,4490.24000,0.0000,0.0000,142.0,5.62,0.05,2911,00:00:02:43,,,,,,,,,,,,
,06/02/2026 19:24,06/02/2026 19:26,XAUUSD,Sell,0.010,0.00000,0.00000,4495.55000,4492.07000,0.0000,0.0000,348.0,3.45,0.03,2911,00:00:02:10,,,,,,,,,,,,
,06/02/2026 19:25,06/02/2026 19:26,XAUUSD,Sell,0.010,0.00000,0.00000,4492.95000,4491.96000,0.0000,0.0000,99.0,0.98,0.01,2911,00:00:00:21,,,,,,,,,,,,
,06/02/2026 19:25,06/02/2026 19:26,XAUUSD,Sell,0.010,0.00000,0.00000,4494.52000,4492.12000,0.0000,0.0000,240.0,2.38,0.02,2911,00:00:01:07,,,,,,,,,,,,
,06/02/2026 19:26,06/02/2026 19:26,XAUUSD,Sell,0.010,0.00000,0.00000,4492.09000,4492.14000,0.0000,0.0000,-5.0,-0.05,0.00,2911,00:00:00:01,,,,,,,,,,,,
,06/02/2026 19:06,06/02/2026 19:12,XAUUSD,Sell,0.010,0.00000,0.00000,4498.54000,4499.45000,0.0000,0.0000,-91.0,-0.90,-0.01,2911,00:00:06:04,0.0,0s,91.0,91.74,0.0,0.0,-91.0,-0.91,0.0,0.0,-91.00,-0.91
,06/02/2026 19:06,06/02/2026 19:12,XAUUSD,Sell,0.010,0.00000,0.00000,4500.27000,4499.46000,0.0000,0.0000,81.0,0.80,0.01,2911,00:00:06:50,16.7,1m,0.0,0.01,81.0,0.81,0.0,0.0,100.0,100.0,0.00,0.00
,06/02/2026 19:07,06/02/2026 19:12,XAUUSD,Sell,0.020,0.00000,0.00000,4501.90000,4499.38000,0.0000,0.0000,252.0,4.99,0.05,2911,00:00:05:12,20.0,1m,0.0,0.00,252.0,5.04,0.0,0.0,100.0,100.0,0.00,0.00
,06/02/2026 18:51,06/02/2026 18:58,XAUUSD,Sell,0.010,0.00000,0.00000,4504.58000,4501.63000,0.0000,0.0000,295.0,2.92,0.03,2911,00:00:06:53,16.7,1m,0.0,0.00,295.0,2.95,0.0,0.0,100.0,100.0,0.00,0.00
,06/02/2026 18:52,06/02/2026 18:57,XAUUSD,Sell,0.010,0.00000,0.00000,4502.54000,4501.61000,0.0000,0.0000,93.0,0.92,0.01,2911,00:00:05:40,20.0,1m,0.0,0.01,93.0,0.93,0.0,0.0,100.0,100.0,0.00,0.00
,06/02/2026 18:52,06/02/2026 18:57,XAUUSD,Sell,0.010,0.00000,0.00000,4503.56000,4501.62000,0.0000,0.0000,194.0,1.92,0.02,2911,00:00:05:45,20.0,1m,0.0,0.01,194.0,1.94,0.0,0.0,100.0,100.0,0.00,0.00
,06/02/2026 18:57,06/02/2026 18:57,XAUUSD,Sell,0.010,0.00000,0.00000,4501.52000,4501.67000,0.0000,0.0000,-15.0,-0.15,0.00,2911,00:00:00:00,,,,,,,,,,,,
,06/02/2026 18:48,06/02/2026 18:50,XAUUSD,Sell,0.010,0.00000,0.00000,4503.90000,4504.14000,0.0000,0.0000,-24.0,-0.24,0.00,2911,00:00:01:23,,,,,,,,,,,,
,06/02/2026 18:48,06/02/2026 18:50,XAUUSD,Sell,0.010,0.00000,0.00000,4506.34000,4504.16000,0.0000,0.0000,218.0,2.16,0.02,2911,00:00:02:09,,,,,,,,,,,,
,06/02/2026 18:48,06/02/2026 18:50,XAUUSD,Sell,0.020,0.00000,0.00000,4505.01000,4504.31000,0.0000,0.0000,70.0,1.39,0.01,2911,00:00:01:18,,,,,,,,,,,,
,06/02/2026 18:30,06/02/2026 18:32,XAUUSD,Buy,0.020,0.00000,0.00000,4504.24000,4506.16000,0.0000,0.0000,192.0,3.84,0.04,2911,00:00:02:03,,,,,,,,,,,,
